opt_vel,objective_value,jump_d,jump_c,jump_b,jump_a,height
3.387727659,67.39394415,1.278807016,2.401479846,4.58626008,0.169582891,0.4
3.329515967,68.57445646,2.191340366,2.128428943,4.871103953,1.983317565,0.4
3.34512325,69.06143986,1.033716983,2.241946556,4.78074168,-0.04891157,0.4
3.341032116,69.2117787,2.006286232,2.035127014,4.900469999,1.335288553,0.4
3.347784348,69.5569251,1.718007716,2.175658812,4.888681303,0.768190443,0.4
3.403112197,71.78155196,1.263474412,2.760032106,4.688079977,0.694677785,0.4
3.383528689,72.6002925,1.429436928,2.625392961,4.0042902,0.104867574,0.4
3.423649228,73.56650376,0.733584376,3.24520602,3.670448771,-0.344191164,0.4
3.413749264,75.0451047,0.868424762,3.094882915,4.866135461,0.47196074,0.4
3.592363643,75.24904004,1.556964306,2.285064385,4.983059093,1.904823478,0.4
3.613621533,76.84039431,1.014643991,2.303889874,3.944975491,-0.302305486,0.4
3.665426081,78.07479038,0.957709174,3.002450576,4.116143205,0.248432123,0.4
3.344660413,78.40967833,1.220046518,2.496373866,4.450699346,-0.869199577,0.4
3.382824558,78.96431853,1.489222862,2.59905956,4.997356214,0.08738397,0.4
3.378201749,79.43115119,0.410447566,2.730322423,3.803124992,-0.851612845,0.4
3.369636051,80.71598506,1.349068438,2.600876512,4.107366837,-0.681989731,0.4
3.387862626,80.80267725,0.934323951,2.620684146,4.910225022,0.561404103,0.4
3.313993361,81.78149634,1.046811528,1.976158055,4.811107492,-0.673489975,0.4
3.638674095,81.95908122,0.5911748,2.832048955,4.773017878,1.054015178,0.4
3.663502646,82.70757023,1.960108319,2.664314197,4.78402621,2.152007105,0.4
3.374442668,82.77002394,0.403299313,3.02018705,3.737143482,-0.389777606,0.4
3.66371628,83.89941336,0.339099177,2.81735359,3.661435857,-0.389295594,0.4
3.680014294,85.36965369,0.115268752,2.718199624,3.262760172,-0.709183686,0.4
3.34258948,87.16476823,0.278157447,2.860332097,4.919230036,0.862348781,0.4
3.371742487,89.41954834,0.790582878,2.699358753,3.467395889,-0.264451116,0.4
3.643767716,89.43030359,1.547777284,2.157422084,4.218627862,-0.134350705,0.4
3.633848511,90.27141548,1.301029004,2.412150491,4.467239335,-0.582173386,0.4
3.689756841,90.31565184,0.809545848,2.667663074,4.409535185,0.264449797,0.4
3.755623902,94.29873034,0.572573391,3.199181627,3.245943432,-0.078361323,0.4
3.692221473,95.81696166,0.585493044,2.843858198,3.569070915,-0.643695428,0.4
3.336025333,95.82600461,0.723850091,2.823406604,-0.136169713,2.374867581,0.4
3.318620717,96.48472799,1.580768127,2.633198534,4.958260186,0.615499662,0.4
3.318853402,97.56230621,1.474786605,2.403502186,4.752986283,1.705513891,0.4
3.310329381,99.22553665,0.368604353,2.400410464,4.975289243,-0.30214301,0.4
3.362730116,99.29782584,0.728074429,2.941098384,4.567255341,0.795777523,0.4
3.701056271,99.87934645,0.953260219,2.463811277,4.165704091,-0.617284342,0.4
3.359925526,102.5606194,0.166444507,3.027857406,3.463757616,-0.136689856,0.4
3.316167075,102.7144763,1.459527699,2.644408776,4.897229156,2.489256157,0.4
3.238190145,103.7448295,0.123049458,1.807806814,4.960375134,0.313958823,0.4
3.271837959,104.1155055,1.190246255,2.006093975,4.827186062,0.421965104,0.4
3.751929298,109.4296921,0.617071361,3.117466779,4.459028334,1.045379951,0.4
3.292385279,113.9135111,0.848773004,2.621537744,4.615160036,0.279367263,0.4
3.69669615,119.1189271,0.670831495,1.846033451,4.890158347,4.001900506,0.4
3.242194873,120.3823996,2.202322482,2.271221875,4.878736964,1.465139023,0.4
3.290878813,124.6535202,0.260629851,3.222934929,4.755942524,0.24078176,0.4
3.304365237,127.3086455,1.366910511,3.112353493,4.284075104,0.215448478,0.4
3.215150558,132.5137239,2.197737288,2.554384071,4.886701637,2.385940662,0.4
3.824874212,147.3294695,1.321162358,2.842146237,4.889689379,3.295974786,0.4
3.797892854,156.032924,1.078920916,2.73400616,4.923601237,0.41258779,0.4
3.874581917,176.6752675,2.233094621,2.675834232,4.990393719,2.651055523,0.4
3.094532007,198.5458652,0.193487144,2.905051609,0.249182903,2.026147282,0.4
3.153410405,201.2302071,0.164312255,3.597503056,1.451129053,0.313856695,0.4
2.988839051,203.6678564,1.131964519,1.999096194,4.789955196,-1.200089212,0.4
3.094027414,204.3300845,0.097555067,3.30893549,4.818099351,1.662478423,0.4
3.806669805,218.7457838,0.918050952,1.553160174,4.868031914,0.088679979,0.4
3.062316294,280.656789,0.020892213,3.817750651,3.928264568,-0.563358148,0.4
4.12370724,305.8514917,0.775579225,2.421494181,4.927709416,0.852747533,0.4
2.707780693,323.2650582,2.951197028,2.665217201,4.964102249,-0.037978227,0.4
4.072549067,335.2427689,0.894721397,3.721039435,4.952831612,0.429758736,0.4
2.521964031,382.0654777,1.49042582,3.094772701,0.283712916,3.026913474,0.4
3.95272432,501.2381604,0.144453643,4.076436833,-0.575339237,3.437210933,0.4
2.038740013,527.7198422,0.820471456,3.118085077,4.691911223,0.245622074,0.4
3.695535555,589.4302431,0.003589644,4.224851021,4.993094478,3.304704714,0.4
5.581260203,602.6336663,0.122576201,1.123148568,0.094537317,-4.774926904,0.4
4.564869184,771.1411748,0.156939375,4.124981677,2.731280748,-3.184326164,0.4
5.142277908,878.2329973,3.056949625,2.985516835,-2.59655135,0.928539493,0.4
5.420011108,1025.355549,1.327959068,3.391544232,4.485888389,-3.39332383,0.4
2.637044603,1817.376669,3.225441691,-0.242980023,0.482833984,-4.952930369,0.4
5.025087533,1958.979417,3.001532706,-0.205116518,-2.43534789,3.407456085,0.4
4.41005584,2002.320879,0.766262009,-0.869565895,-0.742860002,-1.882805075,0.4
2.31443979,2087.99366,2.341938524,-0.92972115,-0.436753766,-3.976614219,0.4
2.904295972,2178.091669,1.98609612,-1.191258358,-4.421890983,3.571922037,0.4
3.088950744,2326.123134,1.855494604,0.147117499,-0.313739682,-0.190697449,0.4
5.217973177,2477.006523,2.525381992,1.360451642,-4.774697758,-3.161039404,0.4
3.023380484,2514.973657,1.587342608,-1.338752823,-0.720551111,-2.864906665,0.4
5.665597215,2712.774215,0.084507121,-1.623761117,-1.743576823,1.607172937,0.4
5.702900829,4641.163261,3.148320655,-2.791083135,3.802890465,1.79396278,0.4
5.283152536,5792.211997,1.560284887,-3.323613831,-4.590709114,2.020323551,0.4
3.840843054,9299.41974,1.807679701,-4.288249704,1.268251169,-3.084744642,0.4
5.17733473,10197.96823,1.704871799,-4.583941644,2.625823903,-0.305122723,0.4
4.321100098,10485.89642,0.766190521,-4.637061741,0.198353828,-0.257395158,0.4
