opt_vel,objective_value,jump_d,jump_c,jump_b,jump_a,height
2.36085084,145.6299094,3.316372282,4.026247772,-4.765631668,-0.174591561,0.2
2.873397318,146.2199725,2.592838232,3.136198605,-4.830392456,-0.382964873,0.2
2.774204483,177.5797746,3.493727231,3.880800734,-4.660971947,-0.125543207,0.2
2.009665363,180.0984435,3.140078572,3.873789658,-4.771868263,-0.848801671,0.2
2.184398841,198.8459639,2.988554633,4.046774263,-4.985275675,0.128590924,0.2
2.429378158,318.8175834,3.490010217,4.378636438,-4.953931369,-0.717155352,0.2
3.738964486,516.7031225,1.558966126,3.364058265,-4.680449123,-0.715328115,0.2
3.870260911,645.9589291,2.282559755,2.117402042,-0.272413549,-1.834640267,0.2
2.358552827,829.5133434,3.449005083,4.951184303,4.802510421,-4.248540798,0.2
2.046687808,941.8855484,0.141562438,4.979432275,-4.482479368,3.30272822,0.2
4.773475354,1018.402099,3.114710411,3.643062077,-4.404566894,-3.048243952,0.2
4.536911133,1036.999107,2.963233339,1.539658348,-4.99234845,4.867554329,0.2
4.869979202,1109.281568,0.081898305,2.880835525,2.349004565,-2.127274961,0.2
3.094223028,1317.019978,0.534806304,0.76950224,-3.796894612,-0.031336313,0.2
4.835177034,1915.109077,1.159243502,-1.196935125,0.727311032,-1.977534236,0.2
4.553023158,2052.264502,2.714955619,-1.396050351,3.541344926,-3.118734543,0.2
4.456931948,2300.533129,1.888739991,-1.684442549,1.703258282,2.667091784,0.2
4.879624181,2385.885153,2.533861431,4.904056008,-2.470672336,-3.17954434,0.2
2.334717159,2508.109372,0.065761344,-1.66304843,-4.488700089,1.139710073,0.2
3.093164178,2741.525842,3.271068115,-1.892755993,1.640104021,-0.198671838,0.2
4.758422542,3655.705593,2.617844776,-2.396734656,1.271318106,-3.203445055,0.2
3.473401225,3813.96581,1.984280737,-2.594578812,-4.992980026,3.483267737,0.2
2.125621725,4216.049222,2.504661265,-2.621897681,-1.4153422,-0.676548766,0.2
5.66333963,4475.229022,3.412223559,4.967501876,4.615499291,4.885532831,0.2
5.511957196,4908.130011,3.186921222,-2.909156968,-4.786996461,-4.137225795,0.2
4.459520562,5379.211961,1.76401016,-3.227595679,-4.793286921,2.262048266,0.2
2.482816679,7898.678819,0.111334309,-4.000726448,1.593784272,-2.197218748,0.2
3.164798479,10638.41444,1.527381682,-4.769829758,-4.925728512,3.251441759,0.2
3.358219906,10820.27679,3.090146663,-4.844327913,2.988484761,2.260064566,0.2
2.20243063,11139.68755,0.077680861,-4.771653201,1.604318699,-3.672569958,0.2
