opt_vel,jump_a,objective_value,jump_b,jump_c,jump_d
3.12133834,19.18949605,16.79260659,0,0,0
3.127629563,19.18859449,16.80544271,0,0,0
3.126157144,19.17683815,16.97292922,0,0,0
3.123953699,19.17668872,16.97505938,0,0,0
3.144777837,18.87371601,21.34837789,0,0,0
3.161875687,18.87321195,21.35575683,0,0,0
3.107448683,18.76436355,22.95798397,0,0,0
3.157090085,15.63271196,24.72358544,0,0,0
3.119342789,18.62937513,24.96349257,0,0,0
3.159227961,12.2550358,28.48824189,0,0,0
3.193061188,18.7925976,34.09637409,0,0,0
3.168007427,8.135180292,34.11798607,0,0,0
3.203874986,19.01117691,37.55096851,0,0,0
3.11156508,19.22195753,39.75782755,0,0,0
3.11550225,19.18867389,40.21822424,0,0,0
3.084708525,11.87905558,40.92932184,0,0,0
3.062368316,19.05951195,42.01929084,0,0,0
3.15298505,7.092385804,42.06652099,0,0,0
3.123959655,4.459480991,43.13151392,0,0,0
3.090441775,18.87421429,44.64206926,0,0,0
3.170864477,6.076218443,50.04274022,0,0,0
3.008510609,16.70816371,56.41378789,0,0,0
3.255648432,8.794321261,58.68005791,0,0,0
3.009627196,19.46250798,59.37063548,0,0,0
3.264059003,19.24951399,67.29735888,0,0,0
2.98294579,7.235477981,69.83060846,0,0,0
3.304652806,16.72766701,74.57768773,0,0,0
2.956697142,11.23976219,85.11551173,0,0,0
2.95485322,12.49269684,86.88827954,0,0,0
3.299983549,8.095540433,90.41356617,0,0,0
2.87462289,14.54513075,120.9484558,0,0,0
2.877234909,19.67639339,121.9759165,0,0,0
2.816339845,18.10349526,142.1990538,0,0,0
3.457592783,13.19014598,145.0649873,0,0,0
2.75205948,9.632885932,154.0960732,0,0,0
3.532531046,18.17799476,159.2451437,0,0,0
2.621223201,12.51559052,190.0838634,0,0,0
3.216510477,3.492097786,204.4641249,0,0,0
3.654730441,19.5132761,213.2393314,0,0,0
2.487006425,6.591113624,228.8756555,0,0,0
3.591767085,7.091673675,237.2147387,0,0,0
3.635955794,10.62049658,243.2477626,0,0,0
2.416739953,15.27693796,259.6365478,0,0,0
3.737588926,15.95842352,260.8900204,0,0,0
3.768345751,15.48165229,279.9459592,0,0,0
2.271936797,8.247183718,292.3434018,0,0,0
3.808694647,14.21612797,306.255197,0,0,0
2.20853446,8.475373394,313.0137157,0,0,0
2.008722545,2.015442345,319.8930933,0,0,0
2.024021339,3.196691244,338.0722433,0,0,0
3.650056858,5.335571093,340.3215284,0,0,0
2.127991171,19.07355774,341.1652478,0,0,0
3.708012446,5.888434671,343.3193596,0,0,0
2.022180652,4.423830303,348.3940575,0,0,0
2.000909091,7.328835312,353.0956192,0,0,0
2.003252835,10.70280776,354.8299279,0,0,0
2.01637697,5.593859829,355.1164028,0,0,0
2.009759506,11.82058808,356.3461752,0,0,0
2.001697753,17.25892699,358.7980578,0,0,0
2.005627587,9.551919261,360.1207974,0,0,0
2.00293069,15.86461515,360.5544459,0,0,0
2.018537808,19.99780354,362.1732897,0,0,0
2.000495032,12.92410287,362.4944774,0,0,0
2.001010099,14.13509476,370.1941074,0,0,0
3.712969506,2.018610072,387.5202662,0,0,0
3.947011945,8.914848084,406.1027909,0,0,0
3.722573394,3.715637341,415.6094053,0,0,0
4.048869913,12.07210405,431.1224265,0,0,0
4.224548848,12.31150996,524.3590176,0,0,0
4.245959287,19.62241707,526.8646477,0,0,0
4.37453099,15.57527969,580.2646368,0,0,0
4.222872187,7.925099086,611.2244184,0,0,0
4.472811846,17.1438772,630.3316052,0,0,0
4.293790157,2.917955848,658.3370959,0,0,0
4.277478663,5.368420457,699.4814486,0,0,0
4.610090764,12.03734155,796.6120324,0,0,0
4.776650768,15.06160192,847.7237499,0,0,0
4.823497169,18.4952858,862.5481889,0,0,0
4.70837188,5.664921924,867.4204799,0,0,0
4.838827162,3.966608915,909.3556655,0,0,0
5.014992102,17.07340498,986.2658767,0,0,0
4.986855555,13.53990629,1012.8012,0,0,0
5.16426041,6.876816063,1053.010946,0,0,0
5.171546218,7.292895116,1091.495348,0,0,0
5.061612502,13.85894019,1103.299473,0,0,0
5.539697583,2.317043661,1234.469129,0,0,0
5.096847829,10.1958667,1248.376991,0,0,0
5.461527754,11.84900652,1370.142475,0,0,0
5.999753106,3.55420256,1435.095653,0,0,0
5.487766559,16.11407566,1462.123334,0,0,0
5.661892596,7.064970194,1509.479545,0,0,0
5.998395437,5.332821342,1535.317255,0,0,0
5.896140401,8.723951734,1556.704322,0,0,0
5.999474593,10.80193045,1615.720217,0,0,0
5.992957574,14.59424693,1689.000605,0,0,0
5.779017389,13.20987528,1709.508235,0,0,0
5.996429583,15.98500349,1727.379648,0,0,0
5.85873154,14.2420442,1736.921137,0,0,0
5.997067016,19.97709993,1737.764091,0,0,0
5.995115769,17.66692724,1763.942965,0,0,0
