opt_vel,jump_a,objective_value,jump_b,jump_c,jump_d
4.034130227,11.56806557,49.67486243,0,0,0
4.05858111,12.07719582,53.52854719,0,0,0
4.042811232,9.080789382,73.94440078,0,0,0
3.985838326,11.42816426,88.09644652,0,0,0
4.174767072,11.98954726,106.9997012,0,0,0
3.902762624,11.61469456,108.6212755,0,0,0
3.89857187,17.82616144,111.7908135,0,0,0
3.932234969,12.09965331,114.1293131,0,0,0
4.204563685,11.46064974,118.1755491,0,0,0
4.130418502,7.703971914,129.1578047,0,0,0
3.88260113,11.63072376,137.4214048,0,0,0
3.786392887,11.86583072,155.2118217,0,0,0
4.015999653,2.000269715,156.1387308,0,0,0
3.654911169,14.35761907,203.6613043,0,0,0
3.648920765,11.05061622,224.2784343,0,0,0
3.624770523,15.49991756,227.9347201,0,0,0
3.668073044,5.723029572,252.3930098,0,0,0
3.612275831,3.320275989,258.7855987,0,0,0
3.51150278,15.67773744,278.9749649,0,0,0
4.557008937,13.97437099,296.7260414,0,0,0
3.417282841,19.01870322,319.591312,0,0,0
3.382157604,12.80816077,336.1072512,0,0,0
3.306114937,12.5151617,346.3880139,0,0,0
4.654271537,13.50951719,374.5666167,0,0,0
2.905326049,6.569689541,499.28108,0,0,0
2.842240678,5.469154976,506.7401023,0,0,0
4.99066822,19.44834063,544.5162293,0,0,0
4.92976462,11.34817097,591.1191539,0,0,0
2.453352829,16.0371943,647.7739707,0,0,0
2.400915512,5.892278854,655.8069479,0,0,0
5.001263627,11.52174925,678.1841783,0,0,0
2.229837931,8.465583482,697.909614,0,0,0
5.103543573,3.776620469,724.5191298,0,0,0
2.024680683,2.002065068,731.0479759,0,0,0
5.179502657,4.766193555,736.3402114,0,0,0
2.015609526,3.928238138,746.4965642,0,0,0
2.023551144,7.564849969,755.1360143,0,0,0
2.00730756,10.61630789,757.1140041,0,0,0
2.001019489,13.88814908,760.1117433,0,0,0
2.026946659,19.99339435,762.2077185,0,0,0
2.012380127,17.69358219,768.3754865,0,0,0
5.597339474,4.034220027,1006.007533,0,0,0
5.905223844,2.911846175,1006.066694,0,0,0
5.710290891,5.444241748,1097.253029,0,0,0
5.997184016,8.057170915,1170.106758,0,0,0
5.569252941,10.6942116,1298.875801,0,0,0
5.979778238,14.77572952,1306.55138,0,0,0
5.987473036,17.40689817,1348.2466,0,0,0
5.998487869,12.80292256,,,,
