opt_vel,jump_a,objective_value,jump_b,jump_c,jump_d
3.387979118,17.39618758,21.76419277,0,0,0
3.390073616,17.3948896,21.79588662,0,0,0
3.394065011,17.39424198,21.8082852,0,0,0
3.398167418,17.37645483,22.14919351,0,0,0
3.399848304,17.37068699,22.25987333,0,0,0
3.392544164,17.34959502,22.65280176,0,0,0
3.398257767,17.34056703,22.82651407,0,0,0
3.38478242,17.24333766,24.71559024,0,0,0
3.381898152,17.22691982,25.02266626,0,0,0
3.407034488,17.19935519,25.56079867,0,0,0
3.368928965,17.15035863,26.50960527,0,0,0
3.402293689,17.11574734,27.19590161,0,0,0
3.407128858,16.99663229,29.54013424,0,0,0
3.380787121,10.84283848,31.64841715,0,0,0
3.339234804,19.51844033,37.83875625,0,0,0
3.438413949,17.43240766,44.48316824,0,0,0
3.401898293,8.054070512,46.5472262,0,0,0
3.490222885,17.55163521,46.91000505,0,0,0
3.359400087,17.40330414,47.3487269,0,0,0
3.516597976,11.67047562,72.16465812,0,0,0
3.520745778,17.81499535,81.32155786,0,0,0
3.48120714,8.815259919,82.5042091,0,0,0
3.182265611,6.385804443,83.79605679,0,0,0
3.568991309,18.6359848,97.3620819,0,0,0
3.158233774,14.54498691,108.6982397,0,0,0
3.147522251,13.21445781,120.9420411,0,0,0
3.438282335,2.171031435,128.9467618,0,0,0
3.130296207,16.93139461,129.3507942,0,0,0
3.127001763,10.94682945,130.539482,0,0,0
3.65607426,16.30466657,138.2606344,0,0,0
3.043479761,3.167737188,154.4859931,0,0,0
3.74783561,15.48190785,179.9531757,0,0,0
3.774354652,19.97714373,183.9299288,0,0,0
2.876593933,7.722178292,199.1832718,0,0,0
3.498471274,4.397072434,214.0050848,0,0,0
3.798357411,10.71063975,217.0468033,0,0,0
2.724695515,4.101869989,227.3188926,0,0,0
2.786583771,9.539965415,237.896705,0,0,0
2.767503753,12.21438789,239.0221485,0,0,0
2.778033948,15.42984648,244.48284,0,0,0
2.613240248,5.430535378,281.2175291,0,0,0
2.635527128,13.91948291,294.6003731,0,0,0
4.009660271,13.80563176,296.4312121,0,0,0
2.632647798,18.05721321,301.6167036,0,0,0
2.568886318,19.27764339,305.7994309,0,0,0
3.884132854,2.687465709,315.7323412,0,0,0
3.822966704,5.39561131,351.0878512,0,0,0
2.259876976,18.72180077,398.4219268,0,0,0
4.165323117,9.560581048,407.9831142,0,0,0
2.021446061,2.002455971,413.1502599,0,0,0
4.071407913,7.084517454,431.5320262,0,0,0
2.012047429,3.265312058,437.8593405,0,0,0
3.950019253,5.178069982,442.8163729,0,0,0
2.002359716,4.684943135,445.7844385,0,0,0
2.00321568,7.637312811,451.6533306,0,0,0
2.000778668,8.545701826,453.9785446,0,0,0
2.000741453,10.68791596,455.2223013,0,0,0
2.000785722,9.667560664,456.4628633,0,0,0
2.007314964,13.22688278,457.0779731,0,0,0
2.002129724,16.13405033,457.275085,0,0,0
2.002476768,11.72334228,458.4753365,0,0,0
2.017985656,6.721404757,458.965444,0,0,0
2.011722113,17.23285535,459.0724116,0,0,0
4.300904993,12.20523192,461.6180837,0,0,0
2.013761668,19.98911086,462.2411797,0,0,0
2.001420576,14.58938445,463.5123707,0,0,0
4.31186899,17.84165578,465.1666353,0,0,0
4.254047995,10.45447962,482.0635871,0,0,0
4.257902835,3.911673503,483.3581532,0,0,0
4.191859184,8.115196513,487.5430002,0,0,0
4.516595002,17.74590737,547.6558697,0,0,0
4.533293248,14.80032516,584.9138506,0,0,0
4.582806093,19.17574558,585.386346,0,0,0
4.601792669,16.34875356,643.1293738,0,0,0
4.63102017,13.06927088,650.9641963,0,0,0
4.495464857,6.028876193,733.1605798,0,0,0
4.929383985,19.9976574,803.6700351,0,0,0
4.614788429,6.932455475,823.6348834,0,0,0
5.03015163,5.222312071,890.4931782,0,0,0
5.042272303,7.777514691,1014.480831,0,0,0
5.042364065,8.732152425,1048.884155,0,0,0
4.6343747,2.001617733,1072.336038,0,0,0
5.069671724,9.867874474,1112.919853,0,0,0
5.966839168,2.017714376,1135.994104,0,0,0
5.113870374,11.38387131,1139.103515,0,0,0
5.065644891,2.938648028,1243.841394,0,0,0
5.37335694,13.7869311,1282.716357,0,0,0
5.997776249,3.130894972,1291.781145,0,0,0
5.537334072,16.18606064,1336.395143,0,0,0
5.992848085,9.306200382,1382.303985,0,0,0
5.739117678,4.18707431,1386.632175,0,0,0
5.996406937,7.604847805,1406.743217,0,0,0
5.998915368,6.000668194,1428.494766,0,0,0
5.976254915,5.073367564,1455.082281,0,0,0
5.974264858,10.46963806,1527.543234,0,0,0
5.832775772,18.52372099,1585.239869,0,0,0
5.989112643,12.42886231,1595.402022,0,0,0
5.988514701,17.02672105,1612.989943,0,0,0
5.998529346,19.99134513,1638.07282,0,0,0
5.718582819,15.23610644,1646.786143,0,0,0
