opt_vel,objective_value,jump_d,jump_c,jump_b,jump_a
5.417812307229573,500.0,2.962422190532845,-0.4530833396479501,-3.994357669396714,-4.405512789239177
3.336627801498381,460.390263298,0.37075769304652173,0.8080776718318461,-2.6302284359496673,-4.4335599270019905
5.842295834467331,500.0,1.8404606957968217,2.2718949910313304,4.776358338124236,0.13810764772127815
4.807116124127319,500.0,3.769756657142988,1.9310049320100315,-4.415147001132284,1.1519659828529782
4.224215026840486,500.0,0.921893202034779,-3.551659742303804,3.402086193415551,-0.48015015970742514
4.9698743888934205,500.0,2.350005504189412,2.7075530411851414,3.729916748023429,-3.836323033563157
3.1066448560444058,63.6482631912,2.1445567208866536,4.351163868876014,1.0254157038164156,-4.5665121099430594
5.066756726850724,500.0,0.09595966247280341,2.384328760772193,-4.186361740504452,1.3767953182838388
3.2767025807766936,40.0636373036,1.7550092405602111,3.579416608032629,-4.655389876880763,0.5801530097931051
3.254781565079623,28.745289754,0.8203550805400242,3.724892686768227,-1.9092703312923676,-1.7070258740281874
3.4285527480837534,205.149727958,2.7641706112580398,4.995774220304675,0.7270685261459153,-1.152170063701119
5.0502681121925805,500.0,1.0158069741514204,-4.689214389082906,2.884127937494946,3.894471779736927
3.096362164832363,500.0,3.210954783511559,-3.5868075888889983,-2.228059295213761,-3.1527336365569667
4.229187068535516,500.0,0.5116976215102378,-2.849775214425131,1.5410857263529207,-0.768535488103522
5.046382810416674,500.0,2.8858918440990693,2.2965581593024975,-1.2688370726481866,-1.7568841169259928
5.032948069793658,500.0,0.9665705351497835,-0.21730421008708767,-3.1140187680525786,1.104975804239528
5.766507328824812,500.0,2.049875487817945,-4.391845922882752,4.752313258385643,-0.08499772008670003
4.414925829375137,500.0,3.378588699753288,-3.6291931452665835,3.0632138864175413,2.0101354749682363
5.741442679947815,500.0,3.824153512172596,1.4894730540620236,-2.8323030132218663,-4.6153665487246744
5.692221937978822,500.0,3.763723375344237,-2.094233321846244,-0.44785480226209096,-1.276296853630543
3.0054807975930045,160.524153039,0.6319349152726188,4.975487803212552,-4.601244216597433,-1.1512249474451508
3.0721422548577664,106.822984281,0.4202754759070819,4.679555856363136,-0.5861940781857253,-4.028801508448786
3.0113424502554444,85.9848002146,2.5020843667587704,4.38570770789547,-3.8784639173070987,0.8955764104555177
3.043355265758102,75.9657290417,1.0992621554917066,4.340764536825423,-2.0832822151588024,-2.1723132001212795
3.0183104368968516,61.2683736678,0.5857581027148915,4.118270451070785,-1.8363599396150923,-1.2103790735213082
3.017008356071757,98.011258997,2.1582530033165814,4.525323496499539,-4.881411616323873,0.3812126030432754
3.0638905667040506,32.9077231921,0.5283298385887139,3.321647019578034,-2.780637632456273,-1.5761463432359477
3.148790506027315,23.9808024402,0.6565617402280948,3.5341834122980593,-1.9626484620891804,-1.8354979004527507
3.393911839661641,61.4741526709,0.6549513505392568,3.3778805239657927,-2.3600336447091674,-1.6351280758159712
3.083078062939809,33.5216436445,0.8934556341127813,3.4721236473040324,-2.2347434112414213,-1.5129203792125656
3.0269088592624467,39.9471335941,1.2829318454939505,3.366438032454667,-4.473905314146249,-0.098629053099617
3.114813387714997,37.4120894799,1.100401506719436,3.880446906456239,-1.379972024083064,-1.8655713690857976
3.130525050233163,31.4288258807,1.6407680751281442,3.640637032960253,-4.6479274825100125,0.4224517837536501
3.129490308686355,39.3382426152,1.0012609388586253,3.921654427551047,-1.563578350644368,-1.6349714883963262
3.008280407352019,66.9779038341,1.8697776965011443,4.005618567026195,-4.637681305719481,1.1979372372205965
3.051420527772974,44.7602711122,1.0338009385427873,3.779226032213039,-2.332582487493794,-1.5680849502782115
3.2301154149379707,26.8621566395,0.5866238166167124,3.6293748462874262,-1.5768983709992845,-2.1063433610973723
3.0351794762075346,42.966667239,0.3610487072955051,3.426532918345961,-2.303155784595515,-1.6882734891405393
3.0532454615260405,43.2951060665,0.48640627875705533,3.7312001865926145,-1.4677083685259298,-2.257475266839105
3.610536491383602,119.496462546,0.9371035052958421,3.8662343991606267,-1.5098508563187307,-2.030317603279487
3.0158733832492746,45.4427153589,0.8578549393789685,3.0585747705766657,-1.2409811080300703,-1.7532179284433846
3.4103460691238636,183.658641919,2.2492300130806733,4.991111067374245,0.011033227048135252,-4.944745231765445
3.1150612708364376,31.1021415694,0.7569764331881692,3.65589879691246,-1.7130514325649915,-1.9323015828072143
3.1486379660848653,19.6180000911,0.648856915865291,3.578716661958394,-1.161603988209908,-2.155658129115513
3.3819010214195484,59.5757901883,0.33652674948339545,3.3706220824425657,-1.4745528704781452,-1.996806681676393
3.034893333980754,51.1096109746,1.2926424265059855,3.9489030587261027,-0.2782946549645713,-2.250266018080268
3.0232749129495273,44.6377070417,1.3496595893215138,3.776242747996095,-0.9095409098637317,-2.1201555239404
3.195671253021048,24.2126036191,0.588948454223273,3.4918705527496243,-1.6767547495203883,-2.011118654231682
3.0338431413889624,44.9731439494,0.5377458203687326,3.567146827434504,-3.250556323696748,-2.073818066297574
3.1766550851044633,17.9783553302,0.7701898530942208,3.3011499805809787,-1.853997789887949,-2.169856968342917
3.0495821749581102,34.4667399734,0.7594957595341767,3.4950896996319774,-1.9861585393733328,-2.631917927178927
3.1936707199993384,19.2908998153,0.822819062747695,3.61285487890658,-1.710539842278882,-2.01214809537713
3.1012875358573107,27.1820968547,0.7259870628275884,3.2110109619505494,-1.5556069481580348,-2.312018584245025
3.2084277137207424,27.8569723713,0.7803490506722133,3.7000808821261764,-2.157753191817555,-2.2032384112362458
3.10911014825556,25.9681018907,1.0164817341702133,3.399832687387377,-1.6692789799528231,-1.6847482935460212
3.0116785922484643,44.7695534457,0.6784298971895417,3.326068941541621,-0.7489630511327858,-2.8584881247033778
3.086404029348882,28.8931293052,1.0238446175059277,3.395751142398,-1.2593302052710111,-2.2219492874529347
3.1064302936502153,31.3321879383,0.45153709852659585,3.655601146779679,-0.40258915532723094,-1.8650080246082479
3.1468480198951942,20.6608797558,0.8397909834526893,3.697296949015099,-0.9949595260856023,-2.117046820875619
3.0231338485318844,43.4772720171,1.4279022986844465,3.703076646346016,-0.7527829550643634,-1.1559610667359044
3.3552333764381155,57.1330720482,0.6682100706955856,3.4278295057393713,-1.7642182660727155,-2.4192322630731944
3.0045531356116784,43.3103505331,0.6259505923292923,3.414242310591222,-0.42991737096107663,-1.99483369799907
3.0585727919378813,110.093764083,0.30194101051393263,4.634631272648404,0.14705545135197085,-1.5412561391188384
3.2081253815276907,27.3796813018,0.7343912437776825,3.6666590486692936,-1.8624134021672258,-2.059772051001927
3.3587485102114627,63.3409280449,0.67941758406092,3.908185333145859,-0.9433076144207249,-1.3070597031491014
3.045957050288817,37.4116466631,0.8792386196160695,3.4152129161834317,-2.0798806420537606,-2.2679315690254267
3.2770648984948965,41.1330791378,0.9072618368535199,3.684204845803592,-1.45146724037874,-1.9328122954843794
3.0491966529331056,171.915977056,3.233413690374455,4.881792894409667,1.338534592327533,4.867622422006779
3.1275141235409407,31.4734103366,0.7836710603568551,3.6857508496523366,-1.4811001370507704,-2.289546410005303
3.087305080278249,32.9995733733,0.5470665565480712,3.7827286750111604,-2.462916641786429,-2.939488256431347
3.163079511203721,18.2950210253,0.7370024052653186,3.1685112426846125,-1.7221630409470476,-2.0221029088363873
3.0110108241068194,49.8120397314,0.401037612606173,3.927245299175045,-0.42610831141586036,-2.47909344596191
3.01669184879946,71.9528039598,1.156037112205699,4.259656744654274,-0.4320275533092355,-1.5119406108333164
3.028713541830598,43.2256783687,0.7919920085058751,3.7080632707540886,-0.34992023587111554,-1.8962746068771628
3.137022001228714,500.0,3.395298694478975,-4.925110132043805,-4.874831413575878,4.776239374626712
3.0390680799483745,41.2130113461,0.7413318399482614,3.3191979356576553,-1.9041350859007022,-1.5139894102040108
3.236106616615185,33.1085346846,0.36981395606321454,3.5177326002409863,-0.6384080070096658,-1.8958676126107687
3.0682676230965247,31.8558499412,0.7634376466339541,3.4231129818468826,-1.603625199205685,-1.6787793683307637
3.0691867205408325,42.0123985273,0.9055799753298803,3.6877953022125194,-2.1298881135042524,-3.0747206897714987
3.194240287760538,19.5661099759,0.27282299242397956,3.617238020099384,-0.3971881205319896,-1.8209042350925375
3.257725366420919,28.2508834754,0.06522897922509818,3.659093560079091,0.30894362190168145,-1.034527144660553
3.0523105391929795,50.8880027609,0.05488534393533673,3.913857790518893,-0.36593040475999494,-1.0926545662779974
3.230518081727487,27.3650945981,0.23812990302899628,3.6352654780878595,-0.028047563294092193,-1.6798702413471367
3.0818195469194274,30.8861690529,0.3670213500936912,3.64219161375331,-1.0548985470923764,-2.215056505760742
3.16813939593563,22.3172262361,0.5992157631500108,3.423255912543299,-1.186348536178233,-2.047451458109446
3.3315828969347825,42.6753596428,0.05248452461974873,3.3377592531927185,-0.012967836505495711,-2.00403285608565
3.3297134424619443,49.2528561091,0.06646051409343734,3.4695386466838745,-0.14553920498437556,-1.9758874878482557
3.0404623885616555,33.8685251601,0.18615410725384507,2.443509522218303,0.4272961763628178,-2.122416081608237
3.0316398342192565,38.5117183739,0.9872845290766268,3.348952763981183,-1.6739593723444934,-2.157543059819501
3.2387889119557154,33.1878120177,0.16047507165771346,3.33859244567574,0.17684808541931574,-1.6705015676725496
3.0055175698561216,52.1729346381,1.573992660190525,3.588800810549815,-4.950812593901243,0.4124158383096619
4.167151353953135,399.081145893,0.09033998900557938,4.5836228663170715,4.952418438234661,4.9629965115577015
3.0767822281748614,32.6075913461,0.5676925188513002,3.553533267904351,-1.224764800002669,-2.103523994009894
